VendorID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,duration,is_weekend
2,1,0.49,1,N,186,100,1,7.5,0,0.5,2.08,0,0.3,10.38,9.8,1
1,2,1.6,1,N,75,262,1,8.5,0,0.5,2.3,0,0.3,11.6,9.533333333333333,1
2,1,1.54,1,N,229,263,1,7.5,0,0.5,1,0,0.3,9.3,7.116666666666666,0
2,1,3.51,1,N,186,141,1,13.5,0.5,0.5,2.96,0,0.3,17.76,15.1,1
2,1,3.36,1,N,140,238,1,14,0.5,0.5,3.06,0,0.3,18.36,16.616666666666667,0
1,1,1.3,1,N,144,249,1,8.5,0,0.5,1.85,0,0.3,11.15,11.916666666666666,0
2,1,0.39,1,N,100,170,1,3.5,0,0.5,1.08,0,0.3,5.38,2.5166666666666666,0
2,1,0.89,1,N,170,100,1,10.5,0,0.5,3.39,0,0.3,14.69,15.616666666666667,0
1,4,1.2,1,N,234,230,1,8,0,0.5,1.75,0,0.3,10.55,10.233333333333333,0
2,2,1.21,1,N,162,141,1,7,0.5,0.5,1.66,0,0.3,9.96,7.166666666666667,0
2,1,5.23,1,N,68,145,1,19,0.5,0.5,4.06,0,0.3,24.36,22.766666666666666,0
1,1,0.8,1,N,137,170,1,5,0,0.5,1.15,0,0.3,6.95,3.466666666666667,1
1,1,6.3,1,N,140,87,1,19,0.5,0.5,5.05,0,0.3,25.35,10.916666666666666,1
2,4,1.11,1,N,170,163,1,8,0,0.5,1,0,0.3,9.8,10.75,0
2,1,0.87,1,N,234,186,1,5.5,0,0.5,1,0,0.3,7.3,4.083333333333333,1
1,1,0.6,1,N,162,162,1,4,0,0.5,0.95,0,0.3,5.75,2.533333333333333,1
2,1,1.99,1,N,186,233,1,10.5,0.5,0.5,3.54,0,0.3,15.34,13.966666666666667,0
2,1,8.14,1,N,151,79,1,28.5,0.5,0.5,5.96,0,0.3,35.76,30.883333333333333,1
2,1,0.75,1,N,186,230,1,8.5,0,0.5,2.32,0,0.3,11.62,12.216666666666667,0
1,1,1.3,1,N,230,164,1,7.5,0.5,0.5,0.5,0,0.3,9.3,8.466666666666667,0
1,3,21.3,2,N,132,237,1,52,0,0.5,10.54,5.76,0.3,69.1,51.75,0
2,2,1.04,1,N,163,100,1,6,0,0.5,1.5,0,0.3,8.3,6.583333333333333,1
2,1,9.79,1,N,13,236,1,28,0.5,0.5,4.5,0,0.3,33.8,18.933333333333334,0
1,2,1.7,1,N,43,161,1,8.5,0,0.5,1.5,0,0.3,10.8,9.733333333333333,0
2,1,1.44,1,N,229,262,1,6,0.5,0.5,1.1,0,0.3,8.4,3.8,1
2,1,1.61,1,N,43,141,1,7.5,0.5,0.5,1,0,0.3,9.8,6.783333333333333,0
2,1,0.62,1,N,48,186,1,7.5,0,0.5,1.24,0,0.3,9.54,10.066666666666666,0
1,1,1.7,1,N,140,162,1,11,0,0.5,2.95,0,0.3,14.75,15.566666666666666,0
1,1,0.6,1,N,237,229,1,5.5,0,0.5,1.55,0,0.3,7.85,5.816666666666666,0
1,1,1.5,1,N,48,239,1,8,0,0.5,1,0,0.3,9.8,8.55,0
2,1,1.53,1,N,237,161,1,8.5,0,0.5,1.4,0,0.3,10.7,9.766666666666667,1
1,1,1.7,1,N,246,186,1,8.5,0,0.5,1.4,0,0.3,10.7,9.266666666666667,0
2,1,1.8,1,N,100,50,1,12.5,0,0.5,2.66,0,0.3,15.96,18.383333333333333,0
2,1,1.05,1,N,249,234,1,7,0,0.5,1.95,0,0.3,9.75,7.866666666666666,1
2,6,3.57,1,N,237,112,1,19,0,0.5,3.96,0,0.3,23.76,25.65,0
2,6,0.61,1,N,107,113,1,4,0,0.5,1,0,0.3,5.8,2.85,1
1,1,8.3,1,N,100,243,1,25.5,0.5,0.5,6.7,0,0.3,33.5,21.433333333333334,0
2,1,4.32,1,N,211,141,1,15,0.5,0.5,2.7,0,0.3,19,15.583333333333334,0
2,1,2.38,1,N,144,170,1,11.5,0.5,0.5,2.56,0,0.3,15.36,14.816666666666666,0
2,1,1.43,1,N,163,68,1,8.5,0.5,0.5,1.96,0,0.3,11.76,9.966666666666667,0
1,1,1.2,1,N,90,48,1,6,0,0.5,1.35,0,0.3,8.15,4.533333333333333,1
1,1,2.5,1,N,142,24,1,10,0,0.5,1.5,0,0.3,12.3,10.466666666666667,1
1,1,1.6,1,N,48,68,1,8.5,0.5,0.5,1.2,0,0.3,11,9.05,1
2,1,1.13,1,N,100,48,1,8,0.5,0.5,1.86,0,0.3,11.16,10.6,1
2,1,9.19,1,N,236,13,1,27.5,0,0.5,5.66,0,0.3,33.96,19.616666666666667,0
2,6,0.85,1,N,107,234,1,7,0,0.5,1.56,0,0.3,9.36,8.55,0
1,1,2.8,1,N,43,142,1,12,0,0.5,1.92,0,0.3,14.72,14.516666666666667,0
2,1,4.19,1,N,87,107,1,15.5,0,0.5,3.26,0,0.3,19.56,14.833333333333334,1
1,1,0.8,1,N,50,48,1,4.5,0,0.5,1.06,0,0.3,6.36,3.65,1
1,2,4.3,1,N,79,262,1,14,0.5,0.5,3.8,0,0.3,19.1,12.533333333333333,1
2,2,1.26,1,N,239,151,1,6,0.5,0.5,1.46,0,0.3,8.76,4.433333333333334,0
2,1,1.81,1,N,236,163,1,8.5,0,0.5,1.4,0,0.3,10.7,8.633333333333333,0
1,1,1.4,1,N,79,137,1,8,0,0.5,1.75,0,0.3,10.55,8.133333333333333,0
1,1,1.2,1,N,140,237,1,6.5,0,0.5,1,0,0.3,8.3,5.916666666666667,0
2,1,1.54,1,N,87,144,1,9.5,0.5,0.5,2.16,0,0.3,12.96,11.7,0
1,1,0.9,1,N,234,158,1,6.5,0,0.5,1,0,0.3,8.3,8.05,0
1,1,2.2,1,N,170,142,1,11,0.5,0.5,2.45,0,0.3,14.75,13.2,1
2,1,0.43,1,N,237,162,1,4,0.5,0.5,2,0,0.3,7.3,2.3666666666666667,0
2,1,9,1,N,138,100,1,33,0,0.5,7.91,5.76,0.3,47.47,42.083333333333336,0
1,1,0.8,1,N,162,237,1,4.5,0.5,0.5,1.2,0,0.3,7,2.05,1
1,2,2.2,1,N,239,262,1,10.5,0,0.5,2.25,0,0.3,13.55,12.666666666666666,1
2,2,2.59,1,N,142,263,1,11,0.5,0.5,2,0,0.3,14.3,12.783333333333333,0
2,5,7.11,1,N,230,256,1,28.5,0.5,0.5,8.94,0,0.3,38.74,34.2,0
2,1,1.66,1,N,237,230,1,10.5,0,0.5,1.7,0,0.3,13,14.383333333333333,1
1,1,2.8,1,N,68,163,1,15.5,0,0.5,3.25,0,0.3,19.55,23.133333333333333,0
2,5,1.27,1,N,162,164,1,8,0,0.5,1.76,0,0.3,10.56,9.683333333333334,0
1,1,2.7,1,N,231,246,1,10,0,0.5,1,0,0.3,11.8,9.033333333333333,0
2,2,2.87,1,N,68,229,1,11,0.5,0.5,2.46,0,0.3,14.76,11.7,0
1,1,1,1,N,238,142,1,6,0.5,0.5,1.45,0,0.3,8.75,4.866666666666666,1
2,3,1.89,1,N,186,79,1,9.5,0,0.5,2.06,0,0.3,12.36,11.666666666666666,1
2,6,1.84,1,N,162,234,1,9.5,0.5,0.5,1,0,0.3,11.8,12,0
1,1,1.8,1,N,170,142,1,8.5,0.5,0.5,1.95,0,0.3,11.75,8.566666666666666,0
2,6,1.16,1,N,249,211,1,6,0,0.5,1,0,0.3,7.8,5.3,0
2,1,0.85,1,N,234,164,1,6.5,0.5,0.5,1.5,0,0.3,9.3,7.6,0
1,1,1.1,1,N,186,234,1,9.5,0,0.5,2.55,0,0.3,12.85,13.966666666666667,0
1,1,2.3,1,N,143,161,1,15.5,0,0.5,1.5,0,0.3,17.8,22.5,1
2,6,1.1,1,N,142,237,1,13,0,0.5,2.76,0,0.3,16.56,21.183333333333334,0
2,1,0.62,1,N,13,13,1,5,0,0.5,1.74,0,0.3,7.54,4.783333333333333,0
2,1,10.89,1,N,138,161,1,31.5,0,0.5,6,5.76,0.3,44.06,32.35,1
2,2,3.6,1,N,163,125,1,15,0,0.5,3.16,0,0.3,18.96,19.066666666666666,0
2,6,4.54,1,N,107,75,1,20,0.5,0.5,4.26,0,0.3,25.56,27.033333333333335,0
2,2,1.06,1,N,68,114,1,8.5,0.5,0.5,1.96,0,0.3,11.76,12.116666666666667,1
1,1,1.9,1,N,237,170,1,12,0,0.5,2,0,0.3,14.8,16.833333333333332,0
2,1,2.37,1,N,144,170,1,12,0,0.5,1.92,0,0.3,14.72,15.033333333333333,0
2,1,9.19,1,N,100,138,1,27,0,0.5,6.71,5.76,0.3,40.27,18.7,1
2,1,1.76,1,N,161,236,1,7.5,0.5,0.5,2.2,0,0.3,11,6.416666666666667,0
2,5,1.15,1,N,164,233,1,8,0,0.5,1.76,0,0.3,10.56,10.5,0
2,1,1.04,1,N,230,48,1,5.5,0.5,0.5,2.04,0,0.3,8.84,4.783333333333333,0
1,1,0.8,1,N,79,79,1,7.5,0.5,0.5,1.75,0,0.3,10.55,9.883333333333333,0
2,1,2.73,1,N,146,223,1,10.5,0.5,0.5,2.36,0,0.3,14.16,10.866666666666667,1
2,1,3.49,1,N,231,161,1,19.5,0,0.5,4.06,0,0.3,24.36,29.983333333333334,0
1,1,1.1,1,N,137,100,1,9.5,0,0.5,2,0,0.3,12.3,13.1,0
2,1,4.69,1,N,65,230,1,20,0,0.5,3.12,0,0.3,23.92,26.083333333333332,0
2,1,2.82,1,N,68,238,1,12,0.5,0.5,3.32,0,0.3,16.62,13.666666666666666,0
1,1,0.5,1,N,143,143,1,4,0,0.5,0.95,0,0.3,5.75,2.0166666666666666,0
2,6,1.02,1,N,170,237,1,7,0,0.5,1.2,0,0.3,9,8.233333333333333,0
1,1,0.7,1,N,237,236,1,4,0,0.5,0.95,0,0.3,5.75,2.4,0
2,1,16.6,1,N,132,112,1,53.5,0,0.5,6.5,0,0.3,60.8,57.31666666666667,0
2,2,13.31,1,N,138,90,1,43.5,0,0.5,10.01,5.76,0.3,60.07,49.35,1
2,6,1.18,1,N,141,236,1,8,0,0.5,1.76,0,0.3,10.56,9.85,0
2,2,11.03,1,N,230,138,1,32.5,0,0.5,7.81,5.76,0.3,46.87,24.266666666666666,1
2,3,2.56,1,N,79,230,1,15.5,0,0.5,3.26,0,0.3,19.56,23.316666666666666,0
1,2,1.9,1,N,48,90,1,9.5,0.5,0.5,1.2,0,0.3,12,12.3,1
1,1,0.9,1,N,239,238,1,5,0,0.5,1.15,0,0.3,6.95,2.65,1
1,1,3.3,1,N,24,141,1,16.5,0,0.5,3.45,0,0.3,20.75,21.933333333333334,1
1,1,1.6,1,N,237,236,1,6,0,0.5,1.5,0,0.3,8.3,3.8333333333333335,1
2,6,0.75,1,N,238,239,1,5,0,0.5,1.16,0,0.3,6.96,3.5166666666666666,1
2,4,0.67,1,N,107,224,1,5,0.5,0.5,1.58,0,0.3,7.88,4.633333333333334,0
2,5,2.85,1,N,238,74,1,10,0.5,0.5,2.82,0,0.3,14.12,8.5,0
2,1,1.12,1,N,233,100,1,11.5,0,0.5,3,0,0.3,15.3,17.133333333333333,1
1,2,1.2,1,N,79,137,1,6,0.5,0.5,1.45,0,0.3,8.75,5.316666666666666,0
2,1,1.11,1,N,158,114,1,8,0,0.5,1,0,0.3,9.8,10.866666666666667,1
2,1,6.18,1,N,158,225,1,26.5,0.5,0.5,6.95,0,0.3,34.75,36.05,1
2,1,0.42,1,N,163,161,1,4,0,0.5,0.96,0,0.3,5.76,2.6,1
2,1,1.9,1,N,140,161,1,10,0,0.5,2.7,0,0.3,13.5,13.05,0
1,1,0.2,1,N,236,237,1,3.5,0,0.5,0.86,0,0.3,5.16,1.7166666666666666,0
1,2,2.3,1,N,231,33,1,12,0.5,0.5,2.65,0,0.3,15.95,16.583333333333332,0
2,1,4.72,1,N,186,238,1,17,0.5,0.5,3.66,0,0.3,21.96,16.7,1
1,1,0.2,1,N,186,68,1,5.5,0,0.5,1.25,0,0.3,7.55,6.7,1
2,5,1.23,1,N,237,236,1,7,0.5,0.5,1.66,0,0.3,9.96,7.083333333333333,0
2,1,1.41,1,N,237,162,1,9,0,0.5,1.96,0,0.3,11.76,11.183333333333334,0
1,1,1.9,1,N,236,162,1,12,0,0.5,3.2,0,0.3,16,16.716666666666665,0
1,1,1.8,1,N,68,144,1,8.5,0.5,0.5,0.98,0,0.3,10.78,9.7,0
2,1,0.84,1,N,230,161,1,8.5,0,0.5,1.86,0,0.3,11.16,11.383333333333333,0
2,1,0.7,1,N,107,170,1,5,0,0.5,1.16,0,0.3,6.96,3.45,0
2,1,0.66,1,N,231,125,1,4.5,0,0.5,1.06,0,0.3,6.36,3.8833333333333333,0
2,1,1.67,1,N,263,140,1,10.5,0,0.5,2.26,0,0.3,13.56,14.533333333333333,0
1,1,6.6,1,N,87,143,1,21.5,0.5,0.5,4.55,0,0.3,27.35,20.116666666666667,0
1,1,2.8,1,N,231,246,1,10.5,0.5,0.5,2.35,0,0.3,14.15,8.95,0
1,1,10.9,1,Y,138,230,1,37,0,0.5,8.7,5.76,0.3,52.26,44.63333333333333,0
2,1,1.72,1,N,144,170,1,7.5,0.5,0.5,1.5,0,0.3,10.3,7.55,0
2,2,1.14,1,N,163,233,1,8,0.5,0.5,1.86,0,0.3,11.16,9.216666666666667,0
2,1,2.28,1,N,238,48,1,11,0,0.5,2.36,0,0.3,16.11,13.7,0
2,1,2.4,1,N,48,236,1,10.5,0.5,0.5,1.5,0,0.3,13.3,10.933333333333334,0
2,3,1.93,1,N,137,141,1,8.5,0.5,0.5,1.96,0,0.3,11.76,8.75,0
1,1,1,1,N,231,125,1,6,0,0.5,0.68,0,0.3,7.48,5.5,1
1,1,17.5,2,N,132,48,1,52,0,0.5,8,5.76,0.3,66.56,27.033333333333335,0
2,3,2.45,1,N,143,166,1,12,0,0.5,2.56,0,0.3,15.36,15.15,0
1,2,9.6,1,N,162,138,1,27,0,0.5,5,5.76,0.3,38.56,21.983333333333334,0
2,1,3.28,1,N,262,161,1,13,0,0.5,3.45,0,0.3,17.25,12.1,1
2,1,0.7,1,N,113,107,1,5.5,0.5,0.5,1,0,0.3,7.8,6.066666666666666,0
1,1,1,1,N,161,237,1,6,0.5,0.5,1.5,0,0.3,8.8,5.85,1
2,6,2.28,1,N,144,68,1,9,0.5,0.5,2.06,0,0.3,12.36,8.5,0
2,1,17.88,2,N,163,132,1,52,0,0.5,11.71,5.76,0.3,70.27,29.683333333333334,0
2,1,0.58,1,N,162,161,1,6.5,0,0.5,1.46,0,0.3,8.76,8.333333333333334,0
2,6,2.22,1,N,231,246,1,9,0,0.5,1.47,0,0.3,11.27,8.65,0
1,2,3,1,N,211,162,1,11,0,0.5,2.35,0,0.3,14.15,9.566666666666666,1
2,2,2.7,1,N,162,263,1,9.5,0.5,0.5,2.16,0,0.3,12.96,7.666666666666667,0
1,1,16.7,3,N,87,1,1,65.5,0,0,11,18.3,0.3,95.1,37.233333333333334,0
1,1,0.8,1,N,163,161,1,7.5,0,0.5,1,0,0.3,9.3,9.95,0
1,1,3.2,1,N,186,148,1,19.5,0,0.5,4,0,0.3,24.3,30.25,1
2,6,8.57,1,N,138,256,1,25.5,0.5,0.5,5.36,0,0.3,32.16,20.566666666666666,1
1,1,2.7,1,N,45,164,1,17.5,0,0.5,2,0,0.3,20.3,27.65,0
2,3,1.61,1,N,239,143,1,8.5,0,0.5,2.32,0,0.3,11.62,9.916666666666666,0
1,1,17.6,2,N,132,161,1,52,0,0.5,13.2,0,0.3,66,67,1
1,1,19,2,N,132,48,1,52,0,0.5,11.7,5.76,0.3,70.26,41.65,0
2,1,0.95,1,N,141,163,1,5.5,0,0.5,1.89,0,0.3,8.19,4.516666666666667,0
2,1,4.63,1,N,260,161,1,18,0,0.5,3.76,0,0.3,22.56,23.9,0
2,2,1.19,1,N,237,162,1,6.5,0,0.5,1.46,0,0.3,8.76,6.566666666666666,1
1,2,0.3,1,N,236,236,1,3.5,0,0.5,1.05,0,0.3,5.35,1.6833333333333333,0
2,6,1.18,1,N,90,170,1,5.5,0,0.5,1.26,0,0.3,7.56,4.9,0
1,1,2,1,N,90,231,1,14,0,0.5,2,0,0.3,16.8,19.566666666666666,0
2,1,1.39,1,N,107,114,1,10.5,0,0.5,2.26,0,0.3,13.56,15.583333333333334,1
2,5,5.13,1,N,87,161,1,19.5,0,0.5,4.06,0,0.3,24.36,18.633333333333333,0
1,1,0.5,1,N,66,33,1,5.5,0.5,0.5,1.35,0,0.3,8.15,6.133333333333334,0
2,1,0.5,1,N,140,262,1,4,0,0.5,0.96,0,0.3,5.76,2.0833333333333335,0
1,1,1.6,1,N,158,79,1,8.5,0.5,0.5,1,0,0.3,10.8,10.616666666666667,1
2,5,1.28,1,N,230,233,1,7.5,0.5,0.5,1.76,0,0.3,10.56,8.566666666666666,1
1,1,0.6,1,N,237,140,1,5.5,0,0.5,1,0,0.3,7.3,6.133333333333334,0
2,1,0.64,1,N,79,79,1,4.5,0,0.5,1,0,0.3,6.3,3.6666666666666665,1
2,6,2.39,1,N,45,224,1,10,0.5,0.5,2.26,0,0.3,13.56,10.616666666666667,0
2,1,15.81,2,N,170,132,1,52,0,0.5,11.11,5.76,0.3,69.67,27.116666666666667,1
1,1,14.5,1,N,138,13,1,52,0,0.5,6,5.76,0.3,64.56,61.75,0
1,1,1.1,1,N,158,125,1,5.5,0,0.5,1,0,0.3,7.3,4.933333333333334,1
2,2,1.04,1,N,161,50,1,7,0,0.5,2,0,0.3,9.8,8.633333333333333,0
1,2,1.6,1,N,239,43,1,10.5,0,0.5,2.25,0,0.3,13.55,14.45,1
2,1,0.49,1,N,161,170,1,4.5,0,0.5,1.06,0,0.3,6.36,3.45,0
1,1,1.1,1,N,100,163,1,6,0.5,0.5,1,0,0.3,8.3,5.083333333333333,1
2,1,2.24,1,N,163,238,1,12.5,0,0.5,1,0,0.3,14.3,17.216666666666665,0
1,1,1.5,1,N,114,107,1,8.5,0.5,0.5,1.95,0,0.3,11.75,9.033333333333333,0
2,1,10.77,1,N,138,189,1,40,0,0.5,5,0,0.3,45.8,56.28333333333333,0
2,2,1.96,1,N,100,229,1,9.5,0.5,0.5,1,0,0.3,11.8,9.616666666666667,0
1,1,1,1,N,100,137,1,10.5,0,0.5,2.25,0,0.3,13.55,15.666666666666666,0
2,5,0.89,1,N,211,148,1,7.5,0.5,0.5,1,0,0.3,9.8,9.2,1
2,2,1.68,1,N,68,48,1,8.5,0.5,0.5,1,0,0.3,10.8,10.316666666666666,1
2,1,3.54,1,N,140,246,1,16.5,0,0.5,3.46,0,0.3,20.76,22.016666666666666,1
2,1,1.64,1,N,41,239,1,9,0,0.5,2.2,0,0.3,12,10.95,0
2,1,0.52,1,N,256,255,1,4.5,0.5,0.5,1.16,0,0.3,6.96,3.45,1
2,1,1.02,1,N,234,79,1,5.5,0.5,0.5,1,0,0.3,7.8,4.55,0
2,2,5.68,1,N,152,161,1,21.5,0,0.5,1,0,0.3,23.3,24.166666666666668,0
1,1,0.7,1,N,107,79,1,4.5,0.5,0.5,1.45,0,0.3,7.25,3.05,0
1,1,6.5,1,N,138,226,1,19.5,0.5,0.5,1,0,0.3,21.8,12.433333333333334,0
2,2,0.42,1,N,48,48,1,3.5,0.5,0.5,0.96,0,0.3,5.76,2.4,1
1,1,11.5,1,N,138,48,1,35,0,0.5,8.3,5.76,0.3,49.86,35.05,1
1,1,1,1,N,164,233,1,6,0.5,0.5,1.45,0,0.3,8.75,6.416666666666667,0
2,1,1.53,1,N,141,233,1,9,0,0.5,1.8,0,0.3,11.6,10.916666666666666,1
2,5,1.63,1,N,170,141,1,7,0,0.5,1.56,0,0.3,9.36,6.133333333333334,1
2,2,2.39,1,N,211,100,1,10,0.5,0.5,2.26,0,0.3,13.56,11.216666666666667,0
1,1,2.5,1,N,261,33,1,11.5,0.5,0.5,2.55,0,0.3,15.35,15.033333333333333,0
1,1,1.3,1,N,137,90,1,7,0.5,0.5,1.65,0,0.3,9.95,7.083333333333333,0
2,1,0.62,1,N,158,90,1,5.5,0.5,0.5,2.04,0,0.3,8.84,5.333333333333333,0
2,1,1.29,1,N,100,234,1,8.5,0.5,0.5,2.94,0,0.3,12.74,10.85,0
1,1,2.7,1,N,88,249,1,12,0.5,0.5,2.65,0,0.3,15.95,13.7,0
2,1,1.54,1,N,141,163,1,11,0,0.5,2.36,0,0.3,14.16,15.933333333333334,0
1,1,2.9,1,N,161,236,1,10.5,0,0.5,2.25,0,0.3,13.55,19.35,1
2,1,4.56,1,N,114,189,1,20.5,0.5,0.5,5.45,0,0.3,27.25,28.3,1
2,5,3.21,1,N,163,79,1,13,0.5,0.5,2.86,0,0.3,17.16,16.283333333333335,0
1,1,2.3,1,N,162,143,1,14,0,0.5,2.95,0,0.3,17.75,19.666666666666668,0
1,2,9.1,1,N,138,212,1,29,0,0.5,4,5.76,0.3,39.56,29.783333333333335,0
1,2,1.5,1,N,224,170,1,9,0,0.5,1.95,0,0.3,11.75,11.216666666666667,0
1,1,0.7,1,N,68,48,1,4.5,0.5,0.5,1.15,0,0.3,6.95,2.3833333333333333,1
1,3,2,1,N,151,263,1,11,0,0.5,2,0,0.3,13.8,13.366666666666667,1
2,1,0.93,1,N,100,234,1,6.5,0,0.5,2.19,0,0.3,9.49,7.183333333333334,0
2,1,1.21,1,N,186,170,1,9.5,0,0.5,2.06,0,0.3,12.36,13,1
1,1,0.7,1,N,224,107,1,7,0.5,0.5,1.65,0,0.3,9.95,8.166666666666666,1
2,3,0.64,1,N,237,141,1,4.5,0,0.5,1.06,0,0.3,6.36,4.283333333333333,0
2,1,2.95,1,N,43,113,1,12.5,0.5,0.5,2.76,0,0.3,16.56,15.566666666666666,1
2,2,1.63,1,N,238,262,1,10,0,0.5,2.16,0,0.3,12.96,12.783333333333333,0
1,1,0.6,1,N,107,107,1,7,0,0.5,1,0,0.3,8.8,9.483333333333333,1
1,2,2.9,1,N,229,43,1,14,0,0.5,2.96,0,0.3,17.76,18.45,0
2,1,1.07,1,N,90,100,1,6.5,0,0.5,1.46,0,0.3,8.76,7.016666666666667,1
1,1,3,1,N,230,114,1,15.5,0,0.5,3,0,0.3,19.3,22.716666666666665,1
2,1,3.76,1,N,162,7,1,15,0.5,0.5,3.26,0,0.3,19.56,16.533333333333335,0
2,1,4.03,1,N,113,145,1,16,0,0.5,4.51,5.76,0.3,27.07,17.583333333333332,1
1,1,0.7,1,N,148,114,1,6,0,0.5,1.35,0,0.3,8.15,6.483333333333333,0
2,5,0.73,1,N,113,107,1,6,0,0.5,1.36,0,0.3,8.16,6.983333333333333,0
2,1,1.92,1,N,79,68,1,10.5,0,0.5,2.26,0,0.3,13.56,13.7,0
2,1,1.05,1,N,68,164,1,9,0,0.5,1.96,0,0.3,11.76,12.55,0
2,1,4.63,1,N,238,90,1,17.5,0,0.5,3,0,0.3,21.3,19,0
1,1,2.4,1,N,238,163,1,13.5,0,0.5,2.85,0,0.3,17.15,19.433333333333334,0
1,1,1.5,1,N,100,142,1,11,0,0.5,2.35,0,0.3,14.15,16.15,0
2,6,1.04,1,N,79,137,1,5,0.5,0.5,1.26,0,0.3,7.56,3.466666666666667,0
1,1,0.9,1,N,137,100,1,11.5,0,0.5,2.45,0,0.3,14.75,18.55,0
1,1,8.5,1,N,48,243,1,24,0.5,0.5,5.05,0,0.3,30.35,12.933333333333334,0
1,1,3.7,1,N,137,142,1,20.5,0,0.5,4.25,0,0.3,25.55,29.616666666666667,0
1,1,2.2,1,N,170,236,1,10.5,0.5,0.5,1.77,0,0.3,13.57,10.95,1
1,1,2.9,1,N,163,79,1,12,0.5,0.5,2,0,0.3,15.3,14.083333333333334,0
2,1,3.58,1,N,148,161,1,12.5,0.5,0.5,2.76,0,0.3,16.56,10.683333333333334,0
1,1,2,1,N,236,142,1,11.5,0,0.5,2.45,0,0.3,14.75,14.383333333333333,0
2,5,2.85,1,N,164,142,1,16.5,0,0.5,4.32,0,0.3,21.62,24.933333333333334,0
2,1,1.23,1,N,50,161,1,7,0,0.5,1.56,0,0.3,9.36,7.283333333333333,1
2,1,0.76,1,N,137,170,1,5,0.5,0.5,1.26,0,0.3,7.56,4.1,0
2,6,3.47,1,N,226,161,1,13,0,0.5,2.2,0,0.3,16,12.666666666666666,1
2,1,0.43,1,N,170,170,1,5.5,0,0.5,1.26,0,0.3,7.56,6.466666666666667,0
2,1,0.87,1,N,114,211,1,5,0.5,0.5,1.89,0,0.3,8.19,5.85,1
2,5,3.58,1,N,48,151,1,12.5,0.5,0.5,2.76,0,0.3,16.56,9.716666666666667,0
2,1,1.19,1,N,141,262,1,6,0.5,0.5,1.46,0,0.3,8.76,4.6,1
1,2,4.1,1,N,79,262,1,13.5,0.5,0.5,2.95,0,0.3,17.75,11.9,0
2,1,0.44,1,N,230,100,1,4.5,0,0.5,1.06,0,0.3,6.36,4.5,0
2,5,0.98,1,N,164,162,1,6.5,0,0.5,1.46,0,0.3,8.76,8.066666666666666,0
1,1,1.5,1,N,166,43,1,9,0,0.5,1.96,0,0.3,11.76,10.083333333333334,0
2,1,1.92,1,N,237,107,1,10.5,0.5,0.5,2.36,0,0.3,14.16,14.1,0
2,1,0.91,1,N,114,107,1,7.5,0.5,0.5,1.76,0,0.3,10.56,9.55,1
1,1,4.3,1,N,186,261,1,25.5,0,0.5,5.25,0,0.3,31.55,38.2,0
2,3,0.37,1,N,161,161,1,4.5,0,0.5,1.59,0,0.3,6.89,4.133333333333334,0
1,1,5.1,1,N,137,13,1,16,0.5,0.5,3.45,0,0.3,20.75,10.6,0
2,1,0.61,1,N,113,234,1,4.5,0,0.5,1.32,0,0.3,6.62,3.533333333333333,0
1,1,3.5,1,N,13,186,1,15.5,0,0.5,4.85,0,0.3,21.15,17.95,0
2,1,3.61,1,N,100,13,1,17,0,0.5,3.56,0,0.3,21.36,22.3,0
1,1,2.4,1,N,237,48,1,13,0,0.5,2,0,0.3,15.8,17.566666666666666,0
1,1,0.7,1,N,107,170,1,5,0.5,0.5,1.25,0,0.3,7.55,4.083333333333333,0
2,1,0.58,1,N,238,239,1,4,0,0.5,1.2,0,0.3,6,2.8,0
1,1,1.8,1,N,234,48,1,9,0,0.5,2.94,0,0.3,12.74,10.433333333333334,0
2,1,1.16,1,N,107,100,1,8.5,0,0.5,1.86,0,0.3,11.16,10.866666666666667,1
1,1,10.2,1,N,138,163,1,35,0,0.5,6,5.76,0.3,47.56,42.916666666666664,0
2,1,1.15,1,N,13,231,1,6,0,0.5,1.7,0,0.3,8.5,4.883333333333334,0
2,1,1.52,1,N,141,236,1,11.5,0,0.5,2.7,0,0.3,15,16.116666666666667,0
2,2,1.19,1,N,236,262,1,7,0.5,0.5,1,0,0.3,9.3,6.766666666666667,1
2,3,0.83,1,N,79,148,1,6.5,0.5,0.5,1.56,0,0.3,9.36,6.283333333333333,1
1,1,1.6,1,N,234,161,1,7,0,0.5,1.95,0,0.3,9.75,5.066666666666666,1
2,1,16.72,3,N,107,1,1,69,0,0,17.36,17.5,0.3,104.16,46.05,1
2,1,1.42,1,N,114,90,1,7,0,0.5,1.56,0,0.3,9.36,6.533333333333333,1
1,1,1.6,1,N,13,87,1,7.5,0.5,0.5,2,0,0.3,10.8,5.65,0
1,1,1.5,1,N,107,161,1,7.5,0,0.5,0.83,0,0.3,9.13,6.85,0
2,1,0.71,1,N,230,48,1,5,0.5,0.5,0.94,0,0.3,7.24,4.683333333333334,0
1,1,1.7,1,N,142,236,1,8.5,0.5,0.5,1.47,0,0.3,11.27,9.316666666666666,0
1,1,6.4,1,N,161,13,1,21,0,0.5,4.35,0,0.3,26.15,17.116666666666667,1
